"ENTITY_ID","LAT","LON","CITY","STATE","ZIP","NAICS","NAICS_DESCRIPTION","BUSINESS_TYPE","REVENUE_PER_SQM","SALES_PER_STORE","YEAR","MONTH"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1432,1432,"2016","06"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1430,1430,"2016","07"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1440,1440,"2016","08"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1444,1444,"2016","09"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1431,1431,"2016","10"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1419,1419,"2016","11"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1413,1413,"2016","12"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1408,1408,"2017","01"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1405,1405,"2017","02"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1406,1406,"2017","03"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1406,1406,"2017","04"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1406,1406,"2017","05"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1410,1410,"2017","06"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1424,1424,"2017","07"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1431,1431,"2017","08"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1425,1425,"2017","09"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1414,1414,"2017","10"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1407,1407,"2017","11"
1004,41.30992,-73.87357,"Mohegan Lake","NY","10547","443142","Electronics Stores","Electronics store",1406,1406,"2017","12"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",592,592,"2015","01"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",590,590,"2015","02"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",587,587,"2015","03"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",585,585,"2015","04"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",576,576,"2015","05"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",559,559,"2015","06"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",545,545,"2015","07"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",534,534,"2015","08"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",526,526,"2015","09"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",522,522,"2015","10"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",526,526,"2015","11"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",526,526,"2015","12"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",521,521,"2016","01"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",521,521,"2016","02"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",523,523,"2016","03"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",518,518,"2016","04"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",517,517,"2016","05"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",523,523,"2016","06"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",528,528,"2016","07"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",527,527,"2016","08"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",523,523,"2016","09"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",520,520,"2016","10"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",516,516,"2016","11"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",510,510,"2016","12"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",503,503,"2017","01"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",492,492,"2017","02"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",482,482,"2017","03"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",480,480,"2017","04"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",487,487,"2017","05"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",494,494,"2017","06"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",495,495,"2017","07"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",499,499,"2017","08"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",505,505,"2017","09"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",512,512,"2017","10"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",515,515,"2017","11"
1005,41.45676,-74.37209,"Middletown","NY","10941","443142","Electronics Stores","Electronics store",523,523,"2017","12"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",270,270,"2015","01"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",267,267,"2015","02"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",267,267,"2015","03"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",272,272,"2015","04"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",276,276,"2015","05"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",280,280,"2015","06"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",286,286,"2015","07"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",292,292,"2015","08"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",297,297,"2015","09"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",300,300,"2015","10"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",304,304,"2015","11"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",307,307,"2015","12"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",309,309,"2016","01"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",309,309,"2016","02"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",315,315,"2016","03"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",327,327,"2016","04"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",339,339,"2016","05"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",345,345,"2016","06"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",350,350,"2016","07"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",353,353,"2016","08"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",355,355,"2016","09"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",356,356,"2016","10"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",356,356,"2016","11"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",353,353,"2016","12"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",351,351,"2017","01"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",348,348,"2017","02"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",345,345,"2017","03"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",341,341,"2017","04"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",341,341,"2017","05"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",344,344,"2017","06"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",348,348,"2017","07"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",347,347,"2017","08"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",347,347,"2017","09"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",350,350,"2017","10"
1012,33.8219,-84.11211,"Stone Mountain","GA","30087","443142","Electronics Stores","Electronics store",352,352,"2017","11"
