"ENTITY_ID","LAT","LON","CITY","STATE","ZIP","NAICS","NAICS_DESCRIPTION","BUSINESS_TYPE","SALES_PER_LOCATION","YEAR","MONTH"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1573107,"2015","07"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1553766,"2015","08"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1576102,"2015","09"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1606050,"2015","10"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1618207,"2015","11"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1608018,"2015","12"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1598256,"2016","01"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1580570,"2016","02"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1583600,"2016","03"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1614782,"2016","04"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1629134,"2016","05"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1603209,"2016","06"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1609515,"2016","07"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1646979,"2016","08"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1662546,"2016","09"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1650065,"2016","10"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1633385,"2016","11"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1601461,"2016","12"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1584521,"2017","01"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1597978,"2017","02"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1611015,"2017","03"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1601925,"2017","04"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1615547,"2017","05"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1618687,"2017","06"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1643089,"2017","07"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1644489,"2017","08"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1638065,"2017","09"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1621439,"2017","10"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1622136,"2017","11"
1001,25.9577,-80.14677,"Miami","FL","33180","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1618685,"2017","12"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1311142,"2015","01"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1313104,"2015","02"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1330780,"2015","03"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1341470,"2015","04"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1365062,"2015","05"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1374448,"2015","06"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1389218,"2015","07"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1393297,"2015","08"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1382838,"2015","09"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1388165,"2015","10"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1376423,"2015","11"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1377968,"2015","12"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1363677,"2016","01"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1378767,"2016","02"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1372850,"2016","03"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1397806,"2016","04"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1422262,"2016","05"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1423107,"2016","06"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1410691,"2016","07"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1422590,"2016","08"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1422227,"2016","09"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1417105,"2016","10"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1409602,"2016","11"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1424840,"2016","12"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1427577,"2017","01"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1416308,"2017","02"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1414649,"2017","03"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1415531,"2017","04"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1459143,"2017","05"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1467264,"2017","06"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1456773,"2017","07"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1459773,"2017","08"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1470853,"2017","09"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1483225,"2017","10"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1463458,"2017","11"
1002,33.71002,-84.27185,"Decatur","GA","30034","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1486331,"2017","12"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1235011,"2015","01"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1229957,"2015","02"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1238849,"2015","03"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1245186,"2015","04"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1255748,"2015","05"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1267785,"2015","06"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1257601,"2015","07"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1258024,"2015","08"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1267883,"2015","09"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1261035,"2015","10"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1260651,"2015","11"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1274895,"2015","12"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1276845,"2016","01"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1283319,"2016","02"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1274459,"2016","03"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1265028,"2016","04"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1268490,"2016","05"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1280011,"2016","06"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1291575,"2016","07"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1285749,"2016","08"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1276808,"2016","09"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1289227,"2016","10"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1288832,"2016","11"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1288022,"2016","12"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1282715,"2017","01"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1270433,"2017","02"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1283639,"2017","03"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1297944,"2017","04"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1309080,"2017","05"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1309262,"2017","06"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1306802,"2017","07"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1293656,"2017","08"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1304095,"2017","09"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1311253,"2017","10"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1317435,"2017","11"
1003,28.66393,-81.37723,"Altamonte Springs","FL","32701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1291619,"2017","12"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1211620,"2015","01"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1210300,"2015","02"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1200000,"2015","03"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1209008,"2015","04"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1219106,"2015","05"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1224538,"2015","06"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1221983,"2015","07"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1222225,"2015","08"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1221838,"2015","09"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1224190,"2015","10"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1231809,"2015","11"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1233543,"2015","12"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1226655,"2016","01"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1227905,"2016","02"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1223979,"2016","03"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1227245,"2016","04"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1225652,"2016","05"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1235911,"2016","06"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1250248,"2016","07"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1231169,"2016","08"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1220010,"2016","09"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1242232,"2016","10"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1241566,"2016","11"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1247161,"2016","12"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1248112,"2017","01"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1250716,"2017","02"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1239017,"2017","03"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1237392,"2017","04"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1229665,"2017","05"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1237091,"2017","06"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1254206,"2017","07"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1254277,"2017","08"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1246274,"2017","09"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1243878,"2017","10"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1248632,"2017","11"
1004,34.45762,-84.91663,"Calhoun","GA","30701","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1253722,"2017","12"
1005,40.73785,-74.3644,"Short Hills","NJ","07078","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1779251,"2015","01"
1005,40.73785,-74.3644,"Short Hills","NJ","07078","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1759868,"2015","02"
1005,40.73785,-74.3644,"Short Hills","NJ","07078","453998","All Other Miscellaneous Store Retailers (except Tobacco Stores)","Sunglass store",1708794,"2015","03"
